id,name,url,group,eliminated,prize
1,Belgium,BEL,B,TRUE,FALSE
2,Denmark,DEN,C,TRUE,FALSE
3,England,ENG,D,FALSE,TRUE
4,Finland,FIN,A,TRUE,FALSE
5,France,FRA,D,TRUE,FALSE
6,Germany,GER,C,TRUE,FALSE
7,Iceland,ISL,A,TRUE,TRUE
8,Italy,ITA,B,TRUE,FALSE
9,Netherlands,NED,D,TRUE,FALSE
10,Norway,NOR,A,TRUE,FALSE
11,Poland,POL,C,TRUE,FALSE
12,Portugal,POR,B,TRUE,FALSE
13,Spain,ESP,B,FALSE,FALSE
14,Sweden,SWE,C,TRUE,FALSE
15,Switzerland,SUI,A,TRUE,TRUE
16,Wales,WAL,D,TRUE,FALSE
